datetime_utc,hourly_return,log_return,rolling_mean_24h,rolling_std_24h,price_momentum_8h,spike_signal,spike_intensity,inter_spike_interval_h,hour_of_day,target
2025-11-13 09:00:00+00:00,0.0,0.0,16.75047760850226,0.027988367278471243,0.0014760364420968533,0,0.0,20.0,9,0
2025-11-13 10:00:00+00:00,-0.0006736383662069301,-0.000673865362479133,16.748355452542484,0.025443482824340356,0.0010047357625040468,0,0.0,21.0,10,1
2025-11-13 11:00:00+00:00,0.00012398174293548614,0.00012397405783439708,16.7464362372645,0.022753832883570083,0.0001691596927727986,0,0.0,22.0,11,1
2025-11-13 12:00:00+00:00,0.0031564846044009887,0.003151513365218308,16.745928217371596,0.02107160721100573,0.003184705355619059,1,0.0031564846044009887,23.0,12,0
2025-11-13 13:00:00+00:00,-0.0003992608043884571,-0.0003993405302050529,16.748222678560357,0.024073600330722884,0.0025298274355757214,0,0.0,1.0,13,0
2025-11-13 14:00:00+00:00,-0.0019331377549254292,-0.0019350086772710977,16.750052030650583,0.024021186954560285,0.0005636585051591334,0,0.0,2.0,14,1
2025-11-13 15:00:00+00:00,0.001584858332543515,0.001583603769937481,16.75378764266485,0.02406348255171191,0.0016266806675713937,0,0.0,3.0,15,0
2025-11-13 16:00:00+00:00,-0.00017101313150458264,-0.000171027755917491,16.75670157833699,0.024554271524360283,0.0016812606036161399,0,0.0,4.0,16,0
2025-11-13 17:00:00+00:00,-0.0010716359548332832,-0.001072210567196656,16.758886731323667,0.023811502801708035,0.0006078229494706173,0,0.0,5.0,17,0
2025-11-13 18:00:00+00:00,-0.0012636136915062934,-0.0012644127244705642,16.759922588781045,0.023031801460129876,1.709108398015876e-05,0,0.0,6.0,18,1
2025-11-13 19:00:00+00:00,0.00010544832662429116,0.00010544276734030525,16.760858409348703,0.02239055639360451,-1.440351527557073e-06,0,0.0,7.0,19,1
2025-11-13 20:00:00+00:00,0.00021525109590836422,0.00021522793271509487,16.761749061989423,0.021900463580207395,-0.002933414891115375,0,0.0,8.0,20,0
2025-11-13 21:00:00+00:00,-0.0003917718711415885,-0.00039184863379071656,16.76268753284541,0.020999592009910358,-0.0029259449435594994,0,0.0,9.0,21,0
